IDCARRITO;DOCUMENTOCLIENTE;IDSUCURSAL;CODIGOBARRAS;CANTIDAD;PRECIOTOTAL;PRECIOUNITARIO;
579;1000578;83;1000000000082;8;132480;16560;364460
579;1000578;83;1000000000232;14;231980;16570;
580;1000579;83;1000000000082;5;82900;16580;149260
580;1000579;83;1000000000232;4;66360;16590;
581;1000580;83;1000000000082;1;16600;16600;166090
581;1000580;83;1000000000232;9;149490;16610;
582;1000581;84;1000000000083;11;182820;16620;399010
582;1000581;84;1000000000233;13;216190;16630;
583;1000582;84;1000000000083;3;49920;16640;133170
583;1000582;84;1000000000233;5;83250;16650;
584;1000583;84;1000000000083;4;66640;16660;83310
584;1000583;84;1000000000233;1;16670;16670;
585;1000584;84;1000000000083;4;66720;16680;116790
585;1000584;84;1000000000233;3;50070;16690;
586;1000585;84;1000000000083;3;50100;16700;267330
586;1000585;84;1000000000233;13;217230;16710;
587;1000586;84;1000000000083;12;200640;16720;434860
587;1000586;84;1000000000233;14;234220;16730;
588;1000587;84;1000000000083;6;100440;16740;301440
588;1000587;84;1000000000233;12;201000;16750;
589;1000588;85;1000000000084;14;234640;16760;402340
589;1000588;85;1000000000234;10;167700;16770;
590;1000589;85;1000000000084;6;100680;16780;335740
590;1000589;85;1000000000234;14;235060;16790;
591;1000590;85;1000000000084;9;151200;16800;302490
591;1000590;85;1000000000234;9;151290;16810;
592;1000591;85;1000000000084;3;50460;16820;67290
592;1000591;85;1000000000234;1;16830;16830;
593;1000592;85;1000000000084;5;84200;16840;303250
593;1000592;85;1000000000234;13;219050;16850;
594;1000593;85;1000000000084;7;118020;16860;337330
594;1000593;85;1000000000234;13;219310;16870;
595;1000594;85;1000000000084;1;16880;16880;84440
595;1000594;85;1000000000234;4;67560;16890;
596;1000595;86;1000000000085;5;84500;16900;236690
596;1000595;86;1000000000235;9;152190;16910;
597;1000596;86;1000000000085;7;118440;16920;253880
597;1000596;86;1000000000235;8;135440;16930;
598;1000597;86;1000000000085;6;101640;16940;118590
598;1000597;86;1000000000235;1;16950;16950;
599;1000598;86;1000000000085;14;237440;16960;390170
599;1000598;86;1000000000235;9;152730;16970;
600;1000599;86;1000000000085;1;16980;16980;220860
600;1000599;86;1000000000235;12;203880;16990;
601;1000600;86;1000000000085;1;17000;17000;187100
601;1000600;86;1000000000235;10;170100;17010;
602;1000601;86;1000000000085;6;102120;17020;136180
602;1000601;86;1000000000235;2;34060;17030;
603;1000602;87;1000000000086;6;102240;17040;306840
603;1000602;87;1000000000236;12;204600;17050;
604;1000603;87;1000000000086;2;34120;17060;153610
604;1000603;87;1000000000236;7;119490;17070;
605;1000604;87;1000000000086;7;119560;17080;153740
605;1000604;87;1000000000236;2;34180;17090;
606;1000605;87;1000000000086;4;68400;17100;256610
606;1000605;87;1000000000236;11;188210;17110;
607;1000606;87;1000000000086;8;136960;17120;205480
607;1000606;87;1000000000236;4;68520;17130;
608;1000607;87;1000000000086;10;171400;17140;377200
608;1000607;87;1000000000236;12;205800;17150;
609;1000608;87;1000000000086;13;223080;17160;446290
609;1000608;87;1000000000236;13;223210;17170;
610;1000609;88;1000000000087;6;103080;17180;257790
610;1000609;88;1000000000237;9;154710;17190;
611;1000610;88;1000000000087;4;68800;17200;172060
611;1000610;88;1000000000237;6;103260;17210;
612;1000611;88;1000000000087;7;120540;17220;172230
612;1000611;88;1000000000237;3;51690;17230;
613;1000612;88;1000000000087;3;51720;17240;241470
613;1000612;88;1000000000237;11;189750;17250;
614;1000613;88;1000000000087;12;207120;17260;293470
614;1000613;88;1000000000237;5;86350;17270;
615;1000614;88;1000000000087;13;224640;17280;432120
615;1000614;88;1000000000237;12;207480;17290;
616;1000615;88;1000000000087;7;121100;17300;224960
616;1000615;88;1000000000237;6;103860;17310;
617;1000616;89;1000000000088;3;51960;17320;225260
617;1000616;89;1000000000238;10;173300;17330;
618;1000617;89;1000000000088;9;156060;17340;242810
618;1000617;89;1000000000238;5;86750;17350;
619;1000618;89;1000000000088;2;34720;17360;104200
619;1000618;89;1000000000238;4;69480;17370;
620;1000619;89;1000000000088;3;52140;17380;260820
620;1000619;89;1000000000238;12;208680;17390;
621;1000620;89;1000000000088;13;226200;17400;313250
621;1000620;89;1000000000238;5;87050;17410;
622;1000621;89;1000000000088;6;104520;17420;121950
622;1000621;89;1000000000238;1;17430;17430;
623;1000622;89;1000000000088;1;17440;17440;226840
623;1000622;89;1000000000238;12;209400;17450;
624;1000623;90;1000000000089;7;122220;17460;192100
624;1000623;90;1000000000239;4;69880;17470;
625;1000624;90;1000000000089;14;244720;17480;349660
625;1000624;90;1000000000239;6;104940;17490;
626;1000625;90;1000000000089;12;210000;17500;262530
626;1000625;90;1000000000239;3;52530;17510;
627;1000626;90;1000000000089;1;17520;17520;122700
627;1000626;90;1000000000239;6;105180;17530;
628;1000627;90;1000000000089;7;122780;17540;245630
628;1000627;90;1000000000239;7;122850;17550;
629;1000628;90;1000000000089;14;245840;17560;298550
629;1000628;90;1000000000239;3;52710;17570;
630;1000629;90;1000000000089;6;105480;17580;316560
630;1000629;90;1000000000239;12;211080;17590;
631;1000630;91;1000000000090;11;193600;17600;246430
631;1000630;91;1000000000240;3;52830;17610;
632;1000631;91;1000000000090;11;193820;17620;440640
632;1000631;91;1000000000240;14;246820;17630;
633;1000632;91;1000000000090;13;229320;17640;299920
633;1000632;91;1000000000240;4;70600;17650;
634;1000633;91;1000000000090;1;17660;17660;53000
634;1000633;91;1000000000240;2;35340;17670;
635;1000634;91;1000000000090;13;229840;17680;406740
635;1000634;91;1000000000240;10;176900;17690;
636;1000635;91;1000000000090;9;159300;17700;300980
636;1000635;91;1000000000240;8;141680;17710;
637;1000636;91;1000000000090;6;106320;17720;336810
637;1000636;91;1000000000240;13;230490;17730;
638;1000637;92;1000000000091;6;106440;17740;283940
638;1000637;92;1000000000241;10;177500;17750;
639;1000638;92;1000000000091;8;142080;17760;248700
639;1000638;92;1000000000241;6;106620;17770;
640;1000639;92;1000000000091;12;213360;17780;373470
640;1000639;92;1000000000241;9;160110;17790;
641;1000640;92;1000000000091;3;53400;17800;106830
641;1000640;92;1000000000241;3;53430;17810;
642;1000641;92;1000000000091;9;160380;17820;267360
642;1000641;92;1000000000241;6;106980;17830;
643;1000642;92;1000000000091;6;107040;17840;160590
643;1000642;92;1000000000241;3;53550;17850;
644;1000643;92;1000000000091;12;214320;17860;339410
644;1000643;92;1000000000241;7;125090;17870;
645;1000644;93;1000000000092;11;196680;17880;214570
645;1000644;93;1000000000242;1;17890;17890;
646;1000645;93;1000000000092;12;214800;17900;322260
646;1000645;93;1000000000242;6;107460;17910;
647;1000646;93;1000000000092;1;17920;17920;71710
647;1000646;93;1000000000242;3;53790;17930;
648;1000647;93;1000000000092;10;179400;17940;269150
648;1000647;93;1000000000242;5;89750;17950;
649;1000648;93;1000000000092;7;125720;17960;359330
649;1000648;93;1000000000242;13;233610;17970;
650;1000649;93;1000000000092;11;197780;17980;413660
650;1000649;93;1000000000242;12;215880;17990;
651;1000650;93;1000000000092;3;54000;18000;252110
651;1000650;93;1000000000242;11;198110;18010;
652;1000651;94;1000000000093;12;216240;18020;342450
652;1000651;94;1000000000243;7;126210;18030;
653;1000652;94;1000000000093;9;162360;18040;198460
653;1000652;94;1000000000243;2;36100;18050;
654;1000653;94;1000000000093;14;252840;18060;270910
654;1000653;94;1000000000243;1;18070;18070;
655;1000654;94;1000000000093;5;90400;18080;235120
655;1000654;94;1000000000243;8;144720;18090;
656;1000655;94;1000000000093;11;199100;18100;343980
656;1000655;94;1000000000243;8;144880;18110;
657;1000656;94;1000000000093;9;163080;18120;253730
657;1000656;94;1000000000243;5;90650;18130;
658;1000657;94;1000000000093;5;90700;18140;326650
658;1000657;94;1000000000243;13;235950;18150;
659;1000658;95;1000000000094;10;181600;18160;254280
659;1000658;95;1000000000244;4;72680;18170;
660;1000659;95;1000000000094;13;236340;18180;309100
660;1000659;95;1000000000244;4;72760;18190;
661;1000660;95;1000000000094;1;18200;18200;254930
661;1000660;95;1000000000244;13;236730;18210;
662;1000661;95;1000000000094;10;182200;18220;200430
662;1000661;95;1000000000244;1;18230;18230;
663;1000662;95;1000000000094;13;237120;18240;401370
663;1000662;95;1000000000244;9;164250;18250;
664;1000663;95;1000000000094;1;18260;18260;36530
664;1000663;95;1000000000244;1;18270;18270;
665;1000664;95;1000000000094;1;18280;18280;182890
665;1000664;95;1000000000244;9;164610;18290;
666;1000665;96;1000000000095;3;54900;18300;73210
666;1000665;96;1000000000245;1;18310;18310;
667;1000666;96;1000000000095;2;36640;18320;183280
667;1000666;96;1000000000245;8;146640;18330;
668;1000667;96;1000000000095;8;146720;18340;403620
668;1000667;96;1000000000245;14;256900;18350;
669;1000668;96;1000000000095;3;55080;18360;183670
669;1000668;96;1000000000245;7;128590;18370;
670;1000669;96;1000000000095;1;18380;18380;73550
670;1000669;96;1000000000245;3;55170;18390;
671;1000670;96;1000000000095;2;36800;18400;202490
671;1000670;96;1000000000245;9;165690;18410;
672;1000671;96;1000000000095;10;184200;18420;423790
672;1000671;96;1000000000245;13;239590;18430;
673;1000672;97;1000000000096;5;92200;18440;129100
673;1000672;97;1000000000246;2;36900;18450;
674;1000673;97;1000000000096;14;258440;18460;443140
674;1000673;97;1000000000246;10;184700;18470;
675;1000674;97;1000000000096;14;258720;18480;351170
675;1000674;97;1000000000246;5;92450;18490;
676;1000675;97;1000000000096;10;185000;18500;222020
676;1000675;97;1000000000246;2;37020;18510;
677;1000676;97;1000000000096;10;185200;18520;370500
677;1000676;97;1000000000246;10;185300;18530;
678;1000677;97;1000000000096;6;111240;18540;129790
678;1000677;97;1000000000246;1;18550;18550;
679;1000678;97;1000000000096;7;129920;18560;204200
679;1000678;97;1000000000246;4;74280;18570;
680;1000679;98;1000000000097;1;18580;18580;92940
680;1000679;98;1000000000247;4;74360;18590;
681;1000680;98;1000000000097;1;18600;18600;37210
681;1000680;98;1000000000247;1;18610;18610;
682;1000681;98;1000000000097;1;18620;18620;149030
682;1000681;98;1000000000247;7;130410;18630;
683;1000682;98;1000000000097;10;186400;18640;372900
683;1000682;98;1000000000247;10;186500;18650;
684;1000683;98;1000000000097;1;18660;18660;74670
684;1000683;98;1000000000247;3;56010;18670;
685;1000684;98;1000000000097;2;37360;18680;93430
685;1000684;98;1000000000247;3;56070;18690;
686;1000685;98;1000000000097;14;261800;18700;355350
686;1000685;98;1000000000247;5;93550;18710;
687;1000686;99;1000000000098;7;131040;18720;374530
687;1000686;99;1000000000248;13;243490;18730;
688;1000687;99;1000000000098;4;74960;18740;281210
688;1000687;99;1000000000248;11;206250;18750;
689;1000688;99;1000000000098;5;93800;18760;112570
689;1000688;99;1000000000248;1;18770;18770;
690;1000689;99;1000000000098;4;75120;18780;150280
690;1000689;99;1000000000248;4;75160;18790;
691;1000690;99;1000000000098;1;18800;18800;131660
691;1000690;99;1000000000248;6;112860;18810;
692;1000691;99;1000000000098;13;244660;18820;338810
692;1000691;99;1000000000248;5;94150;18830;
693;1000692;99;1000000000098;9;169560;18840;226110
693;1000692;99;1000000000248;3;56550;18850;
694;1000693;100;1000000000099;7;132020;18860;396200
694;1000693;100;1000000000249;14;264180;18870;
695;1000694;100;1000000000099;6;113280;18880;132170
695;1000694;100;1000000000249;1;18890;18890;
696;1000695;100;1000000000099;7;132300;18900;189030
696;1000695;100;1000000000249;3;56730;18910;
697;1000696;100;1000000000099;10;189200;18920;302780
697;1000696;100;1000000000249;6;113580;18930;
698;1000697;100;1000000000099;7;132580;18940;359980
698;1000697;100;1000000000249;12;227400;18950;
699;1000698;100;1000000000099;1;18960;18960;208660
699;1000698;100;1000000000249;10;189700;18970;
700;1000699;100;1000000000099;10;189800;18980;303740
700;1000699;100;1000000000249;6;113940;18990;
701;1000700;101;1000000000100;2;38000;19000;76020
701;1000700;101;1000000000250;2;38020;19010;
702;1000701;101;1000000000100;8;152160;19020;247310
702;1000701;101;1000000000250;5;95150;19030;
703;1000702;101;1000000000100;6;114240;19040;171390
703;1000702;101;1000000000250;3;57150;19050;
704;1000703;101;1000000000100;1;19060;19060;76270
704;1000703;101;1000000000250;3;57210;19070;
705;1000704;101;1000000000100;6;114480;19080;343560
705;1000704;101;1000000000250;12;229080;19090;
706;1000705;101;1000000000100;5;95500;19100;248380
706;1000705;101;1000000000250;8;152880;19110;
707;1000706;101;1000000000100;10;191200;19120;439890
707;1000706;101;1000000000250;13;248690;19130;
708;1000707;102;1000000000101;3;57420;19140;95720
708;1000707;102;1000000000251;2;38300;19150;
709;1000708;102;1000000000101;7;134120;19160;191630
709;1000708;102;1000000000251;3;57510;19170;
710;1000709;102;1000000000101;6;115080;19180;364550
710;1000709;102;1000000000251;13;249470;19190;
711;1000710;102;1000000000101;4;76800;19200;115220
711;1000710;102;1000000000251;2;38420;19210;
712;1000711;102;1000000000101;14;269080;19220;442150
712;1000711;102;1000000000251;9;173070;19230;
713;1000712;102;1000000000101;11;211640;19240;288640
713;1000712;102;1000000000251;4;77000;19250;
714;1000713;102;1000000000101;4;77040;19260;327550
714;1000713;102;1000000000251;13;250510;19270;
715;1000714;103;1000000000102;8;154240;19280;231400
715;1000714;103;1000000000252;4;77160;19290;
716;1000715;103;1000000000102;7;135100;19300;308890
716;1000715;103;1000000000252;9;173790;19310;
717;1000716;103;1000000000102;10;193200;19320;367170
717;1000716;103;1000000000252;9;173970;19330;
718;1000717;103;1000000000102;11;212740;19340;464290
718;1000717;103;1000000000252;13;251550;19350;
719;1000718;103;1000000000102;10;193600;19360;464780
719;1000718;103;1000000000252;14;271180;19370;
720;1000719;103;1000000000102;5;96900;19380;348970
720;1000719;103;1000000000252;13;252070;19390;
721;1000720;103;1000000000102;6;116400;19400;368730
721;1000720;103;1000000000252;13;252330;19410;
722;1000721;104;1000000000103;14;271880;19420;369030
722;1000721;104;1000000000253;5;97150;19430;
723;1000722;104;1000000000103;13;252720;19440;272170
723;1000722;104;1000000000253;1;19450;19450;
724;1000723;104;1000000000103;2;38920;19460;233620
724;1000723;104;1000000000253;10;194700;19470;
725;1000724;104;1000000000103;13;253240;19480;350690
725;1000724;104;1000000000253;5;97450;19490;
726;1000725;104;1000000000103;9;175500;19500;292560
726;1000725;104;1000000000253;6;117060;19510;
727;1000726;104;1000000000103;1;19520;19520;97640
727;1000726;104;1000000000253;4;78120;19530;
728;1000727;104;1000000000103;6;117240;19540;175890
728;1000727;104;1000000000253;3;58650;19550;
729;1000728;105;1000000000104;11;215160;19560;352150
729;1000728;105;1000000000254;7;136990;19570;
730;1000729;105;1000000000104;14;274120;19580;528790
730;1000729;105;1000000000254;13;254670;19590;
731;1000730;105;1000000000104;3;58800;19600;274510
731;1000730;105;1000000000254;11;215710;19610;
732;1000731;105;1000000000104;9;176580;19620;431770
732;1000731;105;1000000000254;13;255190;19630;
733;1000732;105;1000000000104;11;216040;19640;471490
733;1000732;105;1000000000254;13;255450;19650;
734;1000733;105;1000000000104;11;216260;19660;255600
734;1000733;105;1000000000254;2;39340;19670;
735;1000734;105;1000000000104;7;137760;19680;393730
735;1000734;105;1000000000254;13;255970;19690;
736;1000735;106;1000000000105;5;98500;19700;236470
736;1000735;106;1000000000255;7;137970;19710;
737;1000736;106;1000000000105;8;157760;19720;335330
737;1000736;106;1000000000255;9;177570;19730;
738;1000737;106;1000000000105;2;39480;19740;98730
738;1000737;106;1000000000255;3;59250;19750;
739;1000738;106;1000000000105;1;19760;19760;177920
739;1000738;106;1000000000255;8;158160;19770;
740;1000739;106;1000000000105;2;39560;19780;79140
740;1000739;106;1000000000255;2;39580;19790;
741;1000740;106;1000000000105;9;178200;19800;455540
741;1000740;106;1000000000255;14;277340;19810;
742;1000741;106;1000000000105;6;118920;19820;376710
742;1000741;106;1000000000255;13;257790;19830;
743;1000742;107;1000000000106;8;158720;19840;238120
743;1000742;107;1000000000256;4;79400;19850;
744;1000743;107;1000000000106;11;218460;19860;297940
744;1000743;107;1000000000256;4;79480;19870;
745;1000744;107;1000000000106;13;258440;19880;397670
745;1000744;107;1000000000256;7;139230;19890;
746;1000745;107;1000000000106;9;179100;19900;338380
746;1000745;107;1000000000256;8;159280;19910;
747;1000746;107;1000000000106;5;99600;19920;219180
747;1000746;107;1000000000256;6;119580;19930;
748;1000747;107;1000000000106;2;39880;19940;279280
748;1000747;107;1000000000256;12;239400;19950;
749;1000748;107;1000000000106;2;39920;19960;179710
749;1000748;107;1000000000256;7;139790;19970;
750;1000749;108;1000000000107;2;39960;19980;59950
750;1000749;108;1000000000257;1;19990;19990;
751;1000750;108;1000000000107;5;100000;20000;260080
751;1000750;108;1000000000257;8;160080;20010;
752;1000751;108;1000000000107;12;240240;20020;340390
752;1000751;108;1000000000257;5;100150;20030;
753;1000752;108;1000000000107;13;260520;20040;320670
753;1000752;108;1000000000257;3;60150;20050;
754;1000753;108;1000000000107;8;160480;20060;180550
754;1000753;108;1000000000257;1;20070;20070;
755;1000754;108;1000000000107;7;140560;20080;261100
755;1000754;108;1000000000257;6;120540;20090;
756;1000755;108;1000000000107;6;120600;20100;201040
756;1000755;108;1000000000257;4;80440;20110;
757;1000756;109;1000000000108;8;160960;20120;382390
757;1000756;109;1000000000258;11;221430;20130;
758;1000757;109;1000000000108;4;80560;20140;282060
758;1000757;109;1000000000258;10;201500;20150;
759;1000758;109;1000000000108;2;40320;20160;322700
759;1000758;109;1000000000258;14;282380;20170;
760;1000759;109;1000000000108;11;221980;20180;444070
760;1000759;109;1000000000258;11;222090;20190;
761;1000760;109;1000000000108;4;80800;20200;222270
761;1000760;109;1000000000258;7;141470;20210;
762;1000761;109;1000000000108;7;141540;20220;202230
762;1000761;109;1000000000258;3;60690;20230;
763;1000762;109;1000000000108;2;40480;20240;202480
763;1000762;109;1000000000258;8;162000;20250;
764;1000763;110;1000000000109;2;40520;20260;141870
764;1000763;110;1000000000259;5;101350;20270;
765;1000764;110;1000000000109;8;162240;20280;223110
765;1000764;110;1000000000259;3;60870;20290;
766;1000765;110;1000000000109;3;60900;20300;121830
766;1000765;110;1000000000259;3;60930;20310;
767;1000766;110;1000000000109;7;142240;20320;203230
767;1000766;110;1000000000259;3;60990;20330;
768;1000767;110;1000000000109;7;142380;20340;284830
768;1000767;110;1000000000259;7;142450;20350;
769;1000768;110;1000000000109;9;183240;20360;264720
769;1000768;110;1000000000259;4;81480;20370;
770;1000769;110;1000000000109;6;122280;20380;387350
770;1000769;110;1000000000259;13;265070;20390;
771;1000770;111;1000000000110;5;102000;20400;326510
771;1000770;111;1000000000260;11;224510;20410;
772;1000771;111;1000000000110;4;81680;20420;163400
772;1000771;111;1000000000260;4;81720;20430;
773;1000772;111;1000000000110;10;204400;20440;429350
773;1000772;111;1000000000260;11;224950;20450;
774;1000773;111;1000000000110;7;143220;20460;347920
774;1000773;111;1000000000260;10;204700;20470;
775;1000774;111;1000000000110;8;163840;20480;225310
775;1000774;111;1000000000260;3;61470;20490;
776;1000775;111;1000000000110;5;102500;20500;287090
776;1000775;111;1000000000260;9;184590;20510;
777;1000776;111;1000000000110;13;266760;20520;533650
777;1000776;111;1000000000260;13;266890;20530;
778;1000777;112;1000000000111;1;20540;20540;61640
778;1000777;112;1000000000261;2;41100;20550;
779;1000778;112;1000000000111;5;102800;20560;123370
779;1000778;112;1000000000261;1;20570;20570;
780;1000779;112;1000000000111;5;102900;20580;391160
780;1000779;112;1000000000261;14;288260;20590;
781;1000780;112;1000000000111;9;185400;20600;206010
781;1000780;112;1000000000261;1;20610;20610;
782;1000781;112;1000000000111;9;185580;20620;453770
782;1000781;112;1000000000261;13;268190;20630;
783;1000782;112;1000000000111;12;247680;20640;516130
783;1000782;112;1000000000261;13;268450;20650;
784;1000783;112;1000000000111;9;185940;20660;247950
784;1000783;112;1000000000261;3;62010;20670;
785;1000784;113;1000000000112;3;62040;20680;206870
785;1000784;113;1000000000262;7;144830;20690;
786;1000785;113;1000000000112;11;227700;20700;269120
786;1000785;113;1000000000262;2;41420;20710;
787;1000786;113;1000000000112;4;82880;20720;310910
787;1000786;113;1000000000262;11;228030;20730;
788;1000787;113;1000000000112;3;62220;20740;82970
788;1000787;113;1000000000262;1;20750;20750;
789;1000788;113;1000000000112;4;83040;20760;124580
789;1000788;113;1000000000262;2;41540;20770;
790;1000789;113;1000000000112;7;145460;20780;311780
790;1000789;113;1000000000262;8;166320;20790;
791;1000790;113;1000000000112;13;270400;20800;436880
791;1000790;113;1000000000262;8;166480;20810;
792;1000791;114;1000000000113;3;62460;20820;145780
792;1000791;114;1000000000263;4;83320;20830;
793;1000792;114;1000000000113;5;104200;20840;208450
793;1000792;114;1000000000263;5;104250;20850;
794;1000793;114;1000000000113;12;250320;20860;542500
794;1000793;114;1000000000263;14;292180;20870;
795;1000794;114;1000000000113;14;292320;20880;396770
795;1000794;114;1000000000263;5;104450;20890;
796;1000795;114;1000000000113;4;83600;20900;146330
796;1000795;114;1000000000263;3;62730;20910;
797;1000796;114;1000000000113;7;146440;20920;167370
797;1000796;114;1000000000263;1;20930;20930;
798;1000797;114;1000000000113;7;146580;20940;188480
798;1000797;114;1000000000263;2;41900;20950;
799;1000798;115;1000000000114;4;83840;20960;251600
799;1000798;115;1000000000264;8;167760;20970;
800;1000799;115;1000000000114;14;293720;20980;566590
800;1000799;115;1000000000264;13;272870;20990;
801;1000800;115;1000000000114;3;63000;21000;357140
801;1000800;115;1000000000264;14;294140;21010;
802;1000801;115;1000000000114;5;105100;21020;189220
802;1000801;115;1000000000264;4;84120;21030;
803;1000802;115;1000000000114;4;84160;21040;315710
803;1000802;115;1000000000264;11;231550;21050;
804;1000803;115;1000000000114;6;126360;21060;315990
804;1000803;115;1000000000264;9;189630;21070;
805;1000804;115;1000000000114;12;252960;21080;506040
805;1000804;115;1000000000264;12;253080;21090;
806;1000805;116;1000000000115;10;211000;21100;379880
806;1000805;116;1000000000265;8;168880;21110;
807;1000806;116;1000000000115;8;168960;21120;359130
807;1000806;116;1000000000265;9;190170;21130;
808;1000807;116;1000000000115;12;253680;21140;380580
808;1000807;116;1000000000265;6;126900;21150;
809;1000808;116;1000000000115;2;42320;21160;254020
809;1000808;116;1000000000265;10;211700;21170;
810;1000809;116;1000000000115;4;84720;21180;169480
810;1000809;116;1000000000265;4;84760;21190;
811;1000810;116;1000000000115;1;21200;21200;233300
811;1000810;116;1000000000265;10;212100;21210;
812;1000811;116;1000000000115;5;106100;21220;233480
812;1000811;116;1000000000265;6;127380;21230;
813;1000812;117;1000000000116;3;63720;21240;297470
813;1000812;117;1000000000266;11;233750;21250;
814;1000813;117;1000000000116;14;297640;21260;403990
814;1000813;117;1000000000266;5;106350;21270;
815;1000814;117;1000000000116;14;297920;21280;425660
815;1000814;117;1000000000266;6;127740;21290;
816;1000815;117;1000000000116;6;127800;21300;170420
816;1000815;117;1000000000266;2;42620;21310;
817;1000816;117;1000000000116;14;298480;21320;426460
817;1000816;117;1000000000266;6;127980;21330;
818;1000817;117;1000000000116;12;256080;21340;362830
818;1000817;117;1000000000266;5;106750;21350;
819;1000818;117;1000000000116;12;256320;21360;384540
819;1000818;117;1000000000266;6;128220;21370;
820;1000819;118;1000000000117;5;106900;21380;256630
820;1000819;118;1000000000267;7;149730;21390;
821;1000820;118;1000000000117;7;149800;21400;449540
821;1000820;118;1000000000267;14;299740;21410;
822;1000821;118;1000000000117;10;214200;21420;364210
822;1000821;118;1000000000267;7;150010;21430;
823;1000822;118;1000000000117;6;128640;21440;150090
823;1000822;118;1000000000267;1;21450;21450;
824;1000823;118;1000000000117;11;236060;21460;407820
824;1000823;118;1000000000267;8;171760;21470;
825;1000824;118;1000000000117;7;150360;21480;408240
825;1000824;118;1000000000267;12;257880;21490;
826;1000825;118;1000000000117;3;64500;21500;150540
826;1000825;118;1000000000267;4;86040;21510;
827;1000826;119;1000000000118;13;279760;21520;581180
827;1000826;119;1000000000268;14;301420;21530;
828;1000827;119;1000000000118;5;107700;21540;344750
828;1000827;119;1000000000268;11;237050;21550;
829;1000828;119;1000000000118;6;129360;21560;215640
829;1000828;119;1000000000268;4;86280;21570;
830;1000829;119;1000000000118;7;151060;21580;259010
830;1000829;119;1000000000268;5;107950;21590;
831;1000830;119;1000000000118;4;86400;21600;388940
831;1000830;119;1000000000268;14;302540;21610;
832;1000831;119;1000000000118;14;302680;21620;345940
832;1000831;119;1000000000268;2;43260;21630;
833;1000832;119;1000000000118;1;21640;21640;238140
833;1000832;119;1000000000268;10;216500;21650;
834;1000833;120;1000000000119;9;194940;21660;411640
834;1000833;120;1000000000269;10;216700;21670;
835;1000834;120;1000000000119;3;65040;21680;347010
835;1000834;120;1000000000269;13;281970;21690;
836;1000835;120;1000000000119;9;195300;21700;325560
836;1000835;120;1000000000269;6;130260;21710;
837;1000836;120;1000000000119;1;21720;21720;282480
837;1000836;120;1000000000269;12;260760;21730;
838;1000837;120;1000000000119;5;108700;21740;239200
838;1000837;120;1000000000269;6;130500;21750;
839;1000838;120;1000000000119;8;174080;21760;239390
839;1000838;120;1000000000269;3;65310;21770;
840;1000839;120;1000000000119;4;87120;21780;261440
840;1000839;120;1000000000269;8;174320;21790;
841;1000840;121;1000000000120;14;305200;21800;327010
841;1000840;121;1000000000270;1;21810;21810;
842;1000841;121;1000000000120;7;152740;21820;174570
842;1000841;121;1000000000270;1;21830;21830;
843;1000842;121;1000000000120;8;174720;21840;349520
843;1000842;121;1000000000270;8;174800;21850;
844;1000843;121;1000000000120;14;306040;21860;502870
844;1000843;121;1000000000270;9;196830;21870;
845;1000844;121;1000000000120;10;218800;21880;372030
845;1000844;121;1000000000270;7;153230;21890;
846;1000845;121;1000000000120;11;240900;21900;350450
846;1000845;121;1000000000270;5;109550;21910;
847;1000846;121;1000000000120;13;284960;21920;394610
847;1000846;121;1000000000270;5;109650;21930;
848;1000847;122;1000000000121;11;241340;21940;416940
848;1000847;122;1000000000271;8;175600;21950;
849;1000848;122;1000000000121;10;219600;21960;505210
849;1000848;122;1000000000271;13;285610;21970;
850;1000849;122;1000000000121;10;219800;21980;527660
850;1000849;122;1000000000271;14;307860;21990;
851;1000850;122;1000000000121;3;66000;22000;308110
851;1000850;122;1000000000271;11;242110;22010;
852;1000851;122;1000000000121;1;22020;22020;66080
852;1000851;122;1000000000271;2;44060;22030;
853;1000852;122;1000000000121;14;308560;22040;330610
853;1000852;122;1000000000271;1;22050;22050;
854;1000853;122;1000000000121;12;264720;22060;507490
854;1000853;122;1000000000271;11;242770;22070;
855;1000854;123;1000000000122;7;154560;22080;309190
855;1000854;123;1000000000272;7;154630;22090;
856;1000855;123;1000000000122;14;309400;22100;618940
856;1000855;123;1000000000272;14;309540;22110;
857;1000856;123;1000000000122;3;66360;22120;177010
857;1000856;123;1000000000272;5;110650;22130;
858;1000857;123;1000000000122;5;110700;22140;310050
858;1000857;123;1000000000272;9;199350;22150;
859;1000858;123;1000000000122;14;310240;22160;487600
859;1000858;123;1000000000272;8;177360;22170;
860;1000859;123;1000000000122;5;110900;22180;354990
860;1000859;123;1000000000272;11;244090;22190;
861;1000860;123;1000000000122;13;288600;22200;355230
861;1000860;123;1000000000272;3;66630;22210;
862;1000861;124;1000000000123;2;44440;22220;333430
862;1000861;124;1000000000273;13;288990;22230;
863;1000862;124;1000000000123;5;111200;22240;289200
863;1000862;124;1000000000273;8;178000;22250;
864;1000863;124;1000000000123;13;289380;22260;489810
864;1000863;124;1000000000273;9;200430;22270;
865;1000864;124;1000000000123;8;178240;22280;445720
865;1000864;124;1000000000273;12;267480;22290;
866;1000865;124;1000000000123;4;89200;22300;223060
866;1000865;124;1000000000273;6;133860;22310;
867;1000866;124;1000000000123;13;290160;22320;446470
867;1000866;124;1000000000273;7;156310;22330;
868;1000867;124;1000000000123;1;22340;22340;44690
868;1000867;124;1000000000273;1;22350;22350;
